Department ID,Department Name (TR),Department Name (EN),Department Color,Category ID,Category Name (TR),Category Name (EN),Category Color,Subcategory ID,Subcategory Name (TR),Subcategory Name (EN),Subcategory Color,Item Groups
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,104,Fırın ve Ekmek,Bakery & Bread,#CDC092,10402,Simit ve Poğaça,Simit & Pastries,#DDD2B0,"Simit, Açma, Poğaça, Çörek, Ay Çöreği, Tuzlu Kurabiye"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,104,Fırın ve Ekmek,Bakery & Bread,#CDC092,10403,Pasta ve Tatlı,Cakes & Desserts,#E6DBBF,"Kek, Pasta, Kurabiye, Waffle, Kruvasan, Donut, Muffin"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,105,Temel Gıda,Pantry Staples,#7CB342,10501,Un ve Tahıl,Flour & Grains,#8BC34A,"Beyaz Un, Tam Buğday Unu, Mısır Unu, Pirinç, Bulgur, Yulaf, Kinoa, Kuskus"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,105,Temel Gıda,Pantry Staples,#7CB342,10502,Makarna,Pasta,#9CCC65,"Spagetti, Fiyonk, Burgu, Penne, Erişte, Şehriye, Arpa Şehriye"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,105,Temel Gıda,Pantry Staples,#7CB342,10503,Baklagiller,Legumes,#AED581,"Nohut, Kuru Fasulye, Kırmızı Mercimek, Yeşil Mercimek, Barbunya, Börülce"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,105,Temel Gıda,Pantry Staples,#7CB342,10504,Konserve,Canned Goods,#C5E1A5,"Konserve Domates, Konserve Fasulye, Mısır, Bezelye, Ton Balığı, Biber Salçası, Domates Salçası"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,105,Temel Gıda,Pantry Staples,#7CB342,10505,Yağlar,Oils & Fats,#DCEDC8,"Zeytinyağı, Ayçiçek Yağı, Mısırözü Yağı, Tereyağı, Margarin"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,105,Temel Gıda,Pantry Staples,#7CB342,10506,Baharatlar,Spices,#E8F5E9,"Karabiber, Pul Biber, Kimyon, Kekik, Nane, Tarçın, Zencefil, Karanfil"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,106,Atıştırmalık,Snacks,#00C853,10601,Cips ve Krakerler,Chips & Crackers,#00E676,"Patates Cipsi, Mısır Cipsi, Kraker, Grissini, Galeta, Gevrek"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,106,Atıştırmalık,Snacks,#00C853,10602,Kuruyemiş,Nuts & Dried Fruits,#1DE9B6,"Fındık, Fıstık, Badem, Ceviz, Ay Çekirdeği, Kabak Çekirdeği, Kuru Üzüm, Kuru Kayısı"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,106,Atıştırmalık,Snacks,#00C853,10603,Çikolata ve Şeker,Chocolate & Candy,#64FFDA,"Çikolata, Gofret, Bar, Şekerleme, Sakız, Lokum, Helva"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,107,İçecekler,Beverages,#66BB6A,10701,Su,Water,#81C784,"Doğal Su, Maden Suyu, Soda"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,107,İçecekler,Beverages,#66BB6A,10702,Meşrubat,Soft Drinks,#A5D6A7,"Kola, Gazoz, Limonata, Enerji İçeceği, Soğuk Çay, Ayran"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,107,İçecekler,Beverages,#66BB6A,10703,Meyve Suyu,Juice,#C8E6C9,"Portakal Suyu, Elma Suyu, Vişne Suyu, Şeftali Suyu, Multivitamin, Konsantre"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,107,İçecekler,Beverages,#66BB6A,10704,Kahve ve Çay,Coffee & Tea,#E8F5E9,"Türk Kahvesi, Filtre Kahve, Neskafe, Çay, Bitki Çayı, Yeşil Çay, Meyve Çayı"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,108,Dondurulmuş Gıda,Frozen Foods,#69F0AE,10801,Dondurulmuş Sebze,Frozen Vegetables,#B9F6CA,"Karışık Sebze, Fasulye, Bezelye, Mısır, Ispanak, Patates"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,108,Dondurulmuş Gıda,Frozen Foods,#69F0AE,10802,Dondurulmuş Et,Frozen Meat,#CCFCD6,"Köfte, Nugget, Balık, Karides, Et Ürünleri"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,108,Dondurulmuş Gıda,Frozen Foods,#69F0AE,10803,Hazır Yemek,Ready Meals,#E0FFE8,"Pizza, Börek, Lahmacun, Mantı, Hamur İşleri"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,108,Dondurulmuş Gıda,Frozen Foods,#69F0AE,10804,Dondurma,Ice Cream,#F1FFF5,"Kapaklı Dondurma, Külah, Çubuklu, Aile Boy"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,109,Kahvaltılık,Breakfast Items,#558B2F,10901,Reçel ve Bal,Jams & Honey,#689F38,"Çilek Reçeli, Kayısı Reçeli, Vişne Reçeli, Portakal Marmelatı, Süzme Bal, Pekmez"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,109,Kahvaltılık,Breakfast Items,#558B2F,10902,Çikolata ve Sürme,Spreads,#7CB342,"Çikolatalı Fındık Kreması, Fıstık Ezmesi, Tahin, Tahin Pekmez"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,109,Kahvaltılık,Breakfast Items,#558B2F,10903,Tahıl ve Mısır Gevreği,Cereals,#8BC34A,"Mısır Gevreği, Müsli, Granola, Yulaf Ezmesi"
1,Gıda ve İçecek (Food & Beverage),Food & Beverage,#2E7D32,109,Kahvaltılık,Breakfast Items,#558B2F,10904,Zeytin ve Turşu,Olives & Pickles,#9CCC65,"Siyah Zeytin, Yeşil Zeytin, Kırma Zeytin, Karışık Turşu, Salatalık Turşu, Biber Turşu"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,201,Çamaşır,Laundry,#03A9F4,20101,Deterjan,Detergent,#29B6F6,"Toz Deterjan, Sıvı Deterjan, Kapsül Deterjan, Çamaşır Suyu, Leke Çıkarıcı"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,201,Çamaşır,Laundry,#03A9F4,20102,Yumuşatıcı,Fabric Softener,#4FC3F7,"Yumuşatıcı, Kokulandırıcı, Çamaşır Parfümü"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,202,Mutfak Temizliği,Kitchen Cleaning,#0277BD,20201,Bulaşık,Dishwashing,#0288D1,"Bulaşık Deterjanı, Bulaşık Makinesi Tableti, Bulaşık Makinesi Tuzu, Parlatıcı"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,202,Mutfak Temizliği,Kitchen Cleaning,#0277BD,20202,Sünger ve Bez,Sponges & Cloths,#039BE5,"Bulaşık Süngeri, Mikrofiber Bez, Temizlik Bezi, Ovma Teli"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,202,Mutfak Temizliği,Kitchen Cleaning,#0277BD,20203,Çöp Poşeti,Trash Bags,#03A9F4,"Mutfak Çöp Poşeti, Büyük Çöp Poşeti, Kokulu Poşet, Battal Boy"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,203,Banyo Temizliği,Bathroom Cleaning,#01579B,20301,Klozet ve Banyo,Toilet & Bathroom,#0277BD,"Klozet Temizleyici, Kireç Çözücü, Banyo Spreyi, Duş Kabini Temizleyici"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,203,Banyo Temizliği,Bathroom Cleaning,#01579B,20302,Dezenfektan,Disinfectant,#0288D1,"Çamaşır Suyu, Dezenfektan Sprey, Yüzey Temizleyici"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,204,Genel Temizlik,General Cleaning,#0097A7,20401,Zemin Temizliği,Floor Cleaning,#00ACC1,"Yüzey Temizleyici, Parke Temizleyici, Paspas, Süpürge, Elektrik Süpürgesi Torbası"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,204,Genel Temizlik,General Cleaning,#0097A7,20402,Cam Temizliği,Glass Cleaning,#00BCD4,"Cam Temizleyici, Cam Bezi, Silecek"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,205,Kağıt Ürünler,Paper Products,#006064,20501,Tuvalet Kağıdı,Toilet Paper,#00838F,"3 Katlı, Jumbo, Islak Tuvalet Kağıdı"
2,Ev ve Temizlik,Household & Cleaning,#0288D1,205,Kağıt Ürünler,Paper Products,#006064,20502,Havlu ve Peçete,Towels & Napkins,#0097A7,"Kağıt Havlu, Peçete, Cep Mendili, Kutu Mendil"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,301,Hijyen,Hygiene,#BA68C8,30101,Sabun,Soap,#CE93D8,"Sıvı Sabun, Katı Sabun, Antibakteriyel Sabun, El Dezenfektanı"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,301,Hijyen,Hygiene,#BA68C8,30102,Duş,Shower,#E1BEE7,"Duş Jeli, Şampuan, Saç Kremi, Banyo Köpüğü"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,301,Hijyen,Hygiene,#BA68C8,30103,Ağız Bakımı,Oral Care,#F3E5F5,"Diş Macunu, Diş Fırçası, Ağız Gargarası, Diş İpi"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,301,Hijyen,Hygiene,#BA68C8,30104,Deodorant,Deodorant,#EDE7F6,"Sprey Deodorant, Roll-on, Stick Deodorant, Parfüm"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,302,Saç Bakımı,Hair Care,#9C27B0,30201,Şampuan ve Saç Kremi,Shampoo & Conditioner,#AB47BC,"Şampuan, Saç Kremi, Saç Maskesi, Kepek Şampuanı"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,302,Saç Bakımı,Hair Care,#9C27B0,30202,Saç Şekillendirme,Hair Styling,#BA68C8,"Jöle, Sprey, Köpük, Saç Kremi (Leave-in), Saç Boyası"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,303,Cilt Bakımı,Skin Care,#8E24AA,30301,Yüz Bakımı,Face Care,#9C27B0,"Yüz Temizleyici, Tonik, Nemlendirici, Maske, Serum, Göz Kremi"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,303,Cilt Bakımı,Skin Care,#8E24AA,30302,Vücut Bakımı,Body Care,#AB47BC,"Vücut Losyonu, El Kremi, Güneş Kremi, Peeling"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,304,Makyaj,Makeup,#6A1B9A,30401,Yüz Makyajı,Face Makeup,#7B1FA2,"Fondöten, Pudra, Allık, Highlighter, Kapatıcı"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,304,Makyaj,Makeup,#6A1B9A,30402,Göz Makyajı,Eye Makeup,#8E24AA,"Maskara, Eyeliner, Kaş Kalemi, Far"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,304,Makyaj,Makeup,#6A1B9A,30403,Dudak Makyajı,Lip Makeup,#9C27B0,"Ruj, Dudak Parlatıcı, Dudak Kalemi, Dudak Balsamı"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,305,Tıraş,Shaving,#4A148C,30501,Erkek Tıraş,Men's Shaving,#6A1B9A,"Tıraş Makinesi, Tıraş Bıçağı, Tıraş Köpüğü, Tıraş Kremi, Traş Sonrası Losyon"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,305,Tıraş,Shaving,#4A148C,30502,Kadın Epilasyon,Women's Hair Removal,#7B1FA2,"Jilet, Epilasyon Kremi, Ağda, Epilatör Yedek"
3,Kişisel Bakım ve Kozmetik,Personal Care & Beauty,#AB47BC,306,Kadın Hijyen,Feminine Hygiene,#D500F9,30601,Ped ve Tampon,Pads & Tampons,#E040FB,"Gündüz Pedi, Gece Pedi, Günlük Ped, Tampon"
4,Sağlık ve Eczane,Health & Pharmacy,#E91E63,401,İlaç ve Vitamin,Medicine & Vitamins,#EC407A,40101,Ağrı Kesici,Pain Relief,#F06292,"Parasetamol, İbuprofen, Aspirin, Ağrı Kesici Krem"
4,Sağlık ve Eczane,Health & Pharmacy,#E91E63,401,İlaç ve Vitamin,Medicine & Vitamins,#EC407A,40102,Vitamin ve Takviye,Vitamins & Supplements,#F48FB1,"Multivitamin, Vitamin C, Vitamin D, Omega 3, Probiyotik, Kalsiyum"
4,Sağlık ve Eczane,Health & Pharmacy,#E91E63,401,İlaç ve Vitamin,Medicine & Vitamins,#EC407A,40103,Soğuk Algınlığı,Cold & Flu,#F8BBD0,"Nezle İlacı, Öksürük Şurubu, Boğaz Spreyi, Pastil"
4,Sağlık ve Eczane,Health & Pharmacy,#E91E63,402,İlk Yardım,First Aid,#C2185B,40201,Pansuman,Wound Care,#D81B60,"Yara Bandı, Gazlı Bez, Pamuk, Antiseptik, Sargı Bezi"
4,Sağlık ve Eczane,Health & Pharmacy,#E91E63,402,İlk Yardım,First Aid,#C2185B,40202,Termometre ve Ölçüm,Thermometer & Measurement,#E91E63,"Termometre, Tansiyon Aleti, Kan Şekeri Ölçer"
4,Sağlık ve Eczane,Health & Pharmacy,#E91E63,403,Bebek ve Anne Sağlığı,Mother & Baby Health,#880E4F,40301,Bebek Bakımı,Baby Care,#AD1457,"Bebek Bezi, Islak Mendil, Bebek Şampuanı, Bebek Losyonu, Pişik Kremi"
4,Sağlık ve Eczane,Health & Pharmacy,#E91E63,403,Bebek ve Anne Sağlığı,Mother & Baby Health,#880E4F,40302,Bebek Maması,Baby Formula,#C2185B,"Devam Sütü, Kaşık Maması, Ek Gıda"
4,Sağlık ve Eczane,Health & Pharmacy,#E91E63,404,Medikal Cihaz,Medical Devices,#AD1457,40401,Tansiyon ve Ateş,BP & Temperature,#C2185B,"Tansiyon Aleti, Ateş Ölçer, Nabız Ölçer"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,501,Telefon ve Tablet,Phones & Tablets,#42A5F5,50101,Akıllı Telefon,Smartphones,#64B5F6,"iPhone, Samsung, Xiaomi, Huawei, Oppo, Realme"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,501,Telefon ve Tablet,Phones & Tablets,#42A5F5,50102,Tablet,Tablets,#90CAF9,"iPad, Samsung Tablet, Android Tablet"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,501,Telefon ve Tablet,Phones & Tablets,#42A5F5,50103,Aksesuarlar,Accessories,#BBDEFB,"Kılıf, Ekran Koruyucu, Şarj Aleti, Kablosuz Şarj, Kulaklık"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,502,Bilgisayar,Computers,#1976D2,50201,Dizüstü Bilgisayar,Laptops,#1E88E5,"MacBook, Windows Laptop, Gaming Laptop, Chromebook"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,502,Bilgisayar,Computers,#1976D2,50202,Masaüstü,Desktops,#2196F3,"PC Kasası, All-in-One, Gaming PC"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,502,Bilgisayar,Computers,#1976D2,50203,Çevre Birimleri,Peripherals,#42A5F5,"Klavye, Mouse, Monitör, Yazıcı, Tarayıcı, Webcam, Hoparlör"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,503,Ses ve Görüntü,Audio & Video,#0D47A1,50301,Kulaklık,Headphones,#1565C0,"Kablosuz Kulaklık, Kulak İçi, Kulak Üstü, Gaming Kulaklık"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,503,Ses ve Görüntü,Audio & Video,#0D47A1,50302,Hoparlör,Speakers,#1976D2,"Bluetooth Hoparlör, Soundbar, Ev Sinema Sistemi"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,503,Ses ve Görüntü,Audio & Video,#0D47A1,50303,TV,Television,#1E88E5,"Smart TV, LED TV, OLED TV, TV Kutusu"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,504,Fotoğraf ve Kamera,Photography & Camera,#01579B,50401,Kamera,Cameras,#0277BD,"DSLR, Mirrorless, Kompakt Kamera, Action Kamera"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,504,Fotoğraf ve Kamera,Photography & Camera,#01579B,50402,Objektif ve Aksesuar,Lens & Accessories,#0288D1,"Objektif, Tripod, Flaş, Hafıza Kartı, Çanta"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,505,Oyun Konsolu,Gaming Consoles,#0091EA,50501,Konsollar,Consoles,#00B0FF,"PlayStation, Xbox, Nintendo Switch"
5,Elektronik ve Teknoloji,Electronics & Technology,#2196F3,505,Oyun Konsolu,Gaming Consoles,#0091EA,50502,Oyun ve Aksesuar,Games & Accessories,#40C4FF,"Oyun, Kol, VR Gözlük, Aksesuar"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,601,Kadın Giyim,Women's Clothing,#FF8A80,60101,Üst Giyim,Tops,#FF9E80,"Bluz, Tişört, Gömlek, Kazak, Hırka, Sweatshirt"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,601,Kadın Giyim,Women's Clothing,#FF8A80,60102,Alt Giyim,Bottoms,#FFB199,"Pantolon, Jean, Etek, Şort, Tayt"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,601,Kadın Giyim,Women's Clothing,#FF8A80,60103,Elbise,Dresses,#FFC5B3,"Günlük Elbise, Gece Elbisesi, Yazlık Elbise"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,601,Kadın Giyim,Women's Clothing,#FF8A80,60104,Dış Giyim,Outerwear,#FFD8CC,"Mont, Kaban, Ceket, Trençkot, Yelek"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,602,Erkek Giyim,Men's Clothing,#FF5252,60201,Üst Giyim,Tops,#FF6E6E,"Tişört, Gömlek, Polo, Kazak, Sweatshirt"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,602,Erkek Giyim,Men's Clothing,#FF5252,60202,Alt Giyim,Bottoms,#FF8A8A,"Pantolon, Jean, Şort, Eşofman Altı"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,602,Erkek Giyim,Men's Clothing,#FF5252,60203,Dış Giyim,Outerwear,#FFA6A6,"Mont, Ceket, Kaban, Yelek"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,603,Çocuk Giyim,Kids' Clothing,#F44336,60301,Bebek Giyim,Baby Clothing,#E57373,"Body, Tulum, Pijama, Elbise, Takım"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,603,Çocuk Giyim,Kids' Clothing,#F44336,60302,Çocuk Üst,Kids' Tops,#EF5350,"Tişört, Gömlek, Kazak, Sweatshirt"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,603,Çocuk Giyim,Kids' Clothing,#F44336,60303,Çocuk Alt,Kids' Bottoms,#F44336,"Pantolon, Etek, Şort, Tayt"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,604,Ayakkabı,Shoes,#D32F2F,60401,Spor Ayakkabı,Sneakers,#E53935,"Koşu Ayakkabısı, Günlük Spor, Basketbol Ayakkabısı"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,604,Ayakkabı,Shoes,#D32F2F,60402,Klasik Ayakkabı,Dress Shoes,#F44336,"Erkek Klasik, Kadın Topuklu, Babet, Loafer"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,604,Ayakkabı,Shoes,#D32F2F,60403,Sandalet ve Terlik,Sandals & Slippers,#EF5350,"Sandalet, Terlik, Ev Terliği, Plaj Terliği"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,605,Aksesuar,Accessories,#C62828,60501,Çanta,Bags,#D32F2F,"El Çantası, Sırt Çantası, Omuz Çantası, Valiz, Cüzdan"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,605,Aksesuar,Accessories,#C62828,60502,Takı,Jewelry,#E53935,"Kolye, Küpe, Bilezik, Yüzük, Saat"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,605,Aksesuar,Accessories,#C62828,60503,Diğer Aksesuarlar,Other Accessories,#F44336,"Atkı, Bere, Eldiven, Şapka, Kemer, Güneş Gözlüğü"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,606,İç Giyim,Underwear,#B71C1C,60601,Kadın İç Giyim,Women's Underwear,#C62828,"Sütyen, Külot, Pijama, Gecelik, Sabahlık"
6,Giyim ve Moda,Clothing & Fashion,#FF6F61,606,İç Giyim,Underwear,#B71C1C,60602,Erkek İç Giyim,Men's Underwear,#D32F2F,"Boxer, Atlet, Çorap, Pijama"
7,Ev ve Yaşam,Home & Living,#795548,701,Mobilya,Furniture,#8D6E63,70101,Oturma Odası,Living Room,#A1887F,"Koltuk, Sehpa, TV Ünitesi, Raf, Kitaplık"
7,Ev ve Yaşam,Home & Living,#795548,701,Mobilya,Furniture,#8D6E63,70102,Yatak Odası,Bedroom,#BCAAA4,"Yatak, Şifonyer, Komodin, Gardrop, Makyaj Masası"
7,Ev ve Yaşam,Home & Living,#795548,701,Mobilya,Furniture,#8D6E63,70103,Mutfak,Kitchen,#D7CCC8,"Masa, Sandalye, Dolap, Raf Sistemi"
7,Ev ve Yaşam,Home & Living,#795548,702,Ev Tekstili,Home Textiles,#6D4C41,70201,Yatak Tekstili,Bedding,#795548,"Nevresim, Çarşaf, Yastık, Yatak Örtüsü, Pike, Battaniye"
7,Ev ve Yaşam,Home & Living,#795548,702,Ev Tekstili,Home Textiles,#6D4C41,70202,Havlu,Towels,#8D6E63,"Banyo Havlusu, Plaj Havlusu, El Havlusu, Bornoz"
7,Ev ve Yaşam,Home & Living,#795548,702,Ev Tekstili,Home Textiles,#6D4C41,70203,Perde,Curtains,#A1887F,"Fon Perde, Güneşlik, Stor Perde, Tül"
7,Ev ve Yaşam,Home & Living,#795548,703,Mutfak Eşyası,Kitchenware,#5D4037,70301,Tencere ve Tava,Pots & Pans,#6D4C41,"Tencere Seti, Tava, Düdüklü Tencere, Wok"
7,Ev ve Yaşam,Home & Living,#795548,703,Mutfak Eşyası,Kitchenware,#5D4037,70302,Sofra,Tableware,#795548,"Yemek Takımı, Çatal Bıçak Seti, Bardak, Fincan, Kase"
7,Ev ve Yaşam,Home & Living,#795548,703,Mutfak Eşyası,Kitchenware,#5D4037,70303,Mutfak Gereçleri,Kitchen Tools,#8D6E63,"Bıçak Seti, Kesme Tahtası, Kevgir, Kaşık Seti, Açacak"
7,Ev ve Yaşam,Home & Living,#795548,703,Mutfak Eşyası,Kitchenware,#5D4037,70304,Saklama Kabı,Storage Containers,#A1887F,"Buzdolabı Kabı, Cam Saklama, Plastik Saklama, Vakum Saklama"
7,Ev ve Yaşam,Home & Living,#795548,704,Ev Aletleri,Home Appliances,#4E342E,70401,Beyaz Eşya,Major Appliances,#5D4037,"Buzdolabı, Çamaşır Makinesi, Bulaşık Makinesi, Fırın, Ocak"
7,Ev ve Yaşam,Home & Living,#795548,704,Ev Aletleri,Home Appliances,#4E342E,70402,Küçük Ev Aletleri,Small Appliances,#6D4C41,"Blender, Mikser, Kahve Makinesi, Tost Makinesi, Ütü, Süpürge"
7,Ev ve Yaşam,Home & Living,#795548,705,Dekorasyon,Decoration,#3E2723,70501,Aydınlatma,Lighting,#4E342E,"Avize, Masa Lambası, Abajur, LED Lamba, Spot"
7,Ev ve Yaşam,Home & Living,#795548,705,Dekorasyon,Decoration,#3E2723,70502,Dekor Ürünler,Decor Items,#5D4037,"Vazo, Çerçeve, Duvar Saati, Mum, Heykel, Halı"
